utc_timestamp,Electricity_load,Residential_electricity_price,Residential_solar_generation,Temperature,Relative Humidity
2020-01-26 06:45:00,0.133,0.091611302,0.009,3.95,76.65
2020-01-26 07:00:00,0.075,0.016959176,0.057,4.2,76.9
2020-01-26 07:15:00,0.088,0.058125725,0.074,4.4,77.1
2020-01-26 07:30:00,0.111,0.070782153,0.07,4.025,90.175
2020-01-26 07:45:00,0.126,0.08914617,0.095,3.65,103.25
2020-01-26 08:00:00,0.103,0.054439241,0.077,3.9,103.5
2020-01-26 08:15:00,0.105,0.05849856,0.104,4.1,103.7
2020-01-26 08:30:00,0.118,0.054246215,0.161,4.575,92.475
2020-01-26 08:45:00,0.098,0.088183145,0.158,5.05,81.25
2020-01-26 09:00:00,0.086,0.07109492,0.173,5.3,81.5
2020-01-26 09:15:00,0.138,0.064479886,0.191,5.5,81.7
2020-01-26 09:30:00,0.134,0.059476057,0.251,5.375,96.625
2020-01-26 09:45:00,0.13,0.070978472,0.291,5.25,111.55
2020-01-26 10:00:00,0.116,0.087529612,0.281,5.5,111.8
2020-01-26 10:15:00,0.093,0.058915845,0.32,5.7,112.0
2020-01-26 10:30:00,0.105,0.059345052,0.352,6.025,108.275
2020-01-26 10:45:00,0.129,0.075408837,0.346,6.35,104.55
2020-01-26 11:00:00,0.137,0.069908298,0.389,6.6,104.8
2020-01-26 11:15:00,0.141,0.091836258,0.402,6.8,105.0
2020-01-26 11:30:00,0.119,0.075468623,0.39,5.725,100.075
2020-01-26 11:45:00,0.099,0.065256467,0.403,4.65,95.15
2020-01-26 12:00:00,0.135,0.075435798,0.411,4.9,95.4
2020-01-26 12:15:00,0.11,0.052398846,0.408,5.1,95.6
2020-01-26 12:30:00,0.101,0.063765372,0.425,6.125,96.625
2020-01-26 12:45:00,0.131,0.056512425,0.393,7.15,97.65
2020-01-26 13:00:00,0.097,0.057833086,0.375,7.4,97.9
2020-01-26 13:15:00,0.14,0.057193052,0.356,7.6,98.1
2020-01-26 13:30:00,0.08,0.062945608,0.334,6.975,93.575
2020-01-26 13:45:00,0.124,0.039276205,0.264,6.35,89.05
2020-01-26 14:00:00,0.089,0.071612464,0.265,6.6,89.3
2020-01-26 14:15:00,0.099,0.070522261,0.22,6.8,89.5
2020-01-26 14:30:00,0.095,0.082367683,0.161,5.425,85.925
2020-01-26 14:45:00,0.12,0.050840545,0.144,4.05,82.35
2020-01-26 15:00:00,0.09,0.06186125,0.136,4.3,82.6
2020-01-26 15:15:00,0.098,0.055830503,0.057,4.5,82.8
2020-01-26 15:30:00,0.11,0.044914553,0.07,3.675,88.275
2020-01-26 15:45:00,0.099,0.052282433,0.063,2.85,93.75
2020-01-26 16:00:00,0.096,0.04600771,0.042,3.1,94.0
2020-01-26 16:15:00,0.123,0.037791811,0.062,3.3,94.2
2020-01-26 16:30:00,0.118,0.083916888,0.031,3.525,93.175
2020-01-26 16:45:00,0.093,0.052833572,0.004,3.75,92.15
2020-01-26 17:00:00,0.118,0.066457351,0.027,4.0,92.4
2020-01-26 17:15:00,0.102,0.054201118,0.042,4.2,92.6
2020-01-26 17:30:00,0.105,0.091815873,0.054,3.275,93.625
2020-01-26 17:45:00,0.145,0.106139998,0.036,2.35,94.65
2020-01-26 18:00:00,0.123,0.067035767,0.025,2.6,94.9
2020-01-26 18:15:00,0.087,0.051260696,0.029,2.8,95.1
2020-01-26 18:30:00,0.129,0.055700018,0.054,3.075,85.975
2020-01-26 18:45:00,0.117,0.080661452,0.018,3.35,76.85
2020-01-26 19:00:00,0.085,0.074072627,0.028,3.6,77.1
2020-01-26 19:15:00,0.093,0.103250851,0.041,3.8,77.3
2020-01-26 19:30:00,0.134,0.097674328,0.046,3.375,75.025
2020-01-26 19:45:00,0.095,0.108116451,0.05,2.95,72.75
2020-01-26 20:00:00,0.104,0.104200582,0.018,3.2,73.0
2020-01-26 20:15:00,0.139,0.098565138,0.0,3.4,73.2
2020-01-26 20:30:00,0.075,0.086216153,0.033,3.675,91.275
2020-01-26 20:45:00,0.131,0.069463527,0.043,3.95,109.35
2020-01-26 21:00:00,0.081,0.088253596,0.003,4.2,109.6
2020-01-26 21:15:00,0.114,0.087593184,0.047,4.4,109.8
2020-01-26 21:30:00,0.104,0.079484186,0.012,3.825,96.425
2020-01-26 21:45:00,0.092,0.067145699,0.0,3.25,83.05
2020-01-26 22:00:00,0.096,0.07028183,0.0,3.5,83.3
2020-01-26 22:15:00,0.103,0.097475097,0.034,3.7,83.5
2020-01-26 22:30:00,0.072,0.061705293,0.021,3.825,89.625
2020-01-26 22:45:00,0.127,0.039530045,0.03,3.95,95.75
2020-01-26 23:00:00,0.093,0.09949583,0.0,4.2,96.0
2020-01-26 23:15:00,0.077,0.07990002,0.005,4.4,96.2
2020-01-26 23:30:00,0.085,0.040305721,0.0,3.875,92.125
2020-01-26 23:45:00,0.117,0.075211699,0.041,3.35,88.05
2020-01-27 00:00:00,0.119,0.068176481,0.033,3.6,88.3
2020-01-27 00:15:00,0.078,0.052642848,0.026,3.8,88.5
2020-01-27 00:30:00,0.098,0.082955962,0.0,3.375,92.175
2020-01-27 00:45:00,0.116,0.0503509,0.0,2.95,95.85
2020-01-27 01:00:00,0.112,0.082076906,0.0,3.2,96.1
2020-01-27 01:15:00,0.111,0.037434411,0.025,3.4,96.3
2020-01-27 01:30:00,0.121,0.069458395,0.025,3.425,100.775
2020-01-27 01:45:00,0.094,0.045595987,0.052,3.45,105.25
2020-01-27 02:00:00,0.124,0.081174433,0.037,3.7,105.5
2020-01-27 02:15:00,0.083,0.074734361,0.022,3.9,105.7
2020-01-27 02:30:00,0.084,0.063328128,0.035,3.425,93.875
2020-01-27 02:45:00,0.106,0.041823599,0.02,2.95,82.05
2020-01-27 03:00:00,0.119,0.059184371,0.0,3.2,82.3
2020-01-27 03:15:00,0.098,0.043367996,0.012,3.4,82.5
2020-01-27 03:30:00,0.094,0.050829949,0.038,3.675,85.775
2020-01-27 03:45:00,0.093,0.078714695,0.025,3.95,89.05
2020-01-27 04:00:00,0.124,0.062845644,0.009,4.2,89.3
2020-01-27 04:15:00,0.088,0.0449976,0.026,4.4,89.5
2020-01-27 04:30:00,0.107,0.061002876,0.047,4.875,99.925
2020-01-27 04:45:00,0.097,0.082643609,0.0,5.35,110.35
2020-01-27 05:00:00,0.117,0.047992231,0.014,5.6,110.6
2020-01-27 05:15:00,0.092,0.054961967,0.017,5.8,110.8
2020-01-27 05:30:00,0.152,0.073458245,0.004,4.975,100.325
2020-01-27 05:45:00,0.149,0.081331857,0.042,4.15,89.85
2020-01-27 06:00:00,0.128,0.038861256,0.025,4.4,90.1
2020-01-27 06:15:00,0.114,0.082598518,0.014,4.6,90.3
2020-01-27 06:30:00,0.116,0.055006603,0.027,5.275,99.025
2020-01-27 06:45:00,0.168,0.079488484,0.01,5.95,107.75
2020-01-27 07:00:00,0.121,0.080856839,0.045,6.2,108.0
2020-01-27 07:15:00,0.115,0.085502453,0.088,6.4,108.2
2020-01-27 07:30:00,0.124,0.070987813,0.096,5.775,104.925
2020-01-27 07:45:00,0.159,0.063879385,0.117,5.15,101.65
2020-01-27 08:00:00,0.131,0.067017304,0.14,5.4,101.9
2020-01-27 08:15:00,0.151,0.056131271,0.208,5.6,102.1
2020-01-27 08:30:00,0.12,0.062495809,0.194,5.325,98.925
2020-01-27 08:45:00,0.14,0.073754464,0.27,5.05,95.75
2020-01-27 09:00:00,0.154,0.057286631,0.296,5.3,96.0
2020-01-27 09:15:00,0.134,0.074958351,0.351,5.5,96.2
2020-01-27 09:30:00,0.148,0.06990796,0.392,5.025,89.925
2020-01-27 09:45:00,0.145,0.046662389,0.406,4.55,83.65
2020-01-27 10:00:00,0.16,0.066892761,0.426,4.8,83.9
2020-01-27 10:15:00,0.143,0.080009601,0.491,5.0,84.1
2020-01-27 10:30:00,0.117,0.070726216,0.511,6.025,86.525
2020-01-27 10:45:00,0.107,0.037804334,0.596,7.05,88.95
2020-01-27 11:00:00,0.152,0.055982002,0.629,7.3,89.2
2020-01-27 11:15:00,0.169,0.088029097,0.647,7.5,89.4
2020-01-27 11:30:00,0.129,0.062484641,0.628,7.125,95.075
2020-01-27 11:45:00,0.137,0.074877624,0.709,6.75,100.75
2020-01-27 12:00:00,0.11,0.069471567,0.712,7.0,101.0
2020-01-27 12:15:00,0.116,0.054104432,0.687,7.2,101.2
2020-01-27 12:30:00,0.132,0.064389078,0.652,7.725,87.075
2020-01-27 12:45:00,0.154,0.072076647,0.668,8.25,72.95
2020-01-27 13:00:00,0.129,0.052002947,0.646,8.5,73.2
2020-01-27 13:15:00,0.122,0.062210613,0.564,8.7,73.4
2020-01-27 13:30:00,0.119,0.056762115,0.538,9.725,92.275
2020-01-27 13:45:00,0.151,0.075272628,0.462,10.75,111.15
2020-01-27 14:00:00,0.154,0.082360317,0.423,11.0,111.4
2020-01-27 14:15:00,0.109,0.066813754,0.356,11.2,111.6
2020-01-27 14:30:00,0.134,0.048103571,0.255,11.425,108.425
2020-01-27 14:45:00,0.15,0.065822306,0.2,11.65,105.25
2020-01-27 15:00:00,0.145,0.056057296,0.16,11.9,105.5
2020-01-27 15:15:00,0.123,0.080755064,0.159,12.1,105.7
2020-01-27 15:30:00,0.145,0.041928097,0.069,9.625,87.625
2020-01-27 15:45:00,0.11,0.077784156,0.072,7.15,69.55
2020-01-27 16:00:00,0.139,0.031464571,0.072,7.4,69.8
2020-01-27 16:15:00,0.124,0.039080066,0.041,7.6,70.0
2020-01-27 16:30:00,0.152,0.053064326,0.032,8.575,77.075
2020-01-27 16:45:00,0.109,0.054990147,0.025,9.55,84.15
2020-01-27 17:00:00,0.159,0.054554284,0.033,9.8,84.4
2020-01-27 17:15:00,0.163,0.053262802,0.039,10.0,84.6
2020-01-27 17:30:00,0.149,0.066055556,0.055,9.475,94.275
2020-01-27 17:45:00,0.13,0.072032136,0.053,8.95,103.95
2020-01-27 18:00:00,0.122,0.060433872,0.011,9.2,104.2
2020-01-27 18:15:00,0.151,0.083308206,0.03,9.4,104.4
2020-01-27 18:30:00,0.148,0.068640588,0.04,8.375,93.325
2020-01-27 18:45:00,0.112,0.088274537,0.017,7.35,82.25
2020-01-27 19:00:00,0.146,0.080834882,0.044,7.6,82.5
2020-01-27 19:15:00,0.104,0.084319965,0.025,7.8,82.7
2020-01-27 19:30:00,0.132,0.072436993,0.005,7.475,82.625
2020-01-27 19:45:00,0.11,0.090586128,0.054,7.15,82.55
2020-01-27 20:00:00,0.135,0.092522861,0.018,7.4,82.8
2020-01-27 20:15:00,0.116,0.095079029,0.0,7.6,83.0
2020-01-27 20:30:00,0.121,0.054228336,0.022,7.325,82.675
2020-01-27 20:45:00,0.101,0.074599413,0.054,7.05,82.35
2020-01-27 21:00:00,0.094,0.090212935,0.0,7.3,82.6
2020-01-27 21:15:00,0.093,0.090153534,0.051,7.5,82.8
2020-01-27 21:30:00,0.128,0.086666249,0.051,6.075,83.675
2020-01-27 21:45:00,0.122,0.048843466,0.016,4.65,84.55
2020-01-27 22:00:00,0.106,0.071317994,0.029,4.9,84.8
2020-01-27 22:15:00,0.098,0.078583769,0.041,5.1,85.0
2020-01-27 22:30:00,0.077,0.040991481,0.024,6.075,79.675
2020-01-27 22:45:00,0.102,0.047233287,0.05,7.05,74.35
2020-01-27 23:00:00,0.094,0.086964263,0.041,7.3,74.6
2020-01-27 23:15:00,0.086,0.058403914,0.008,7.5,74.8
2020-01-27 23:30:00,0.116,0.038024537,0.031,6.225,75.125
2020-01-27 23:45:00,0.09,0.058234832,0.009,4.95,75.45
2020-01-28 00:00:00,0.087,0.060462039,0.0,5.2,75.7
2020-01-28 00:15:00,0.074,0.045447918,0.013,5.4,75.9
2020-01-28 00:30:00,0.102,0.055357317,0.053,4.825,77.375
2020-01-28 00:45:00,0.074,0.027091583,0.005,4.25,78.85
2020-01-28 01:00:00,0.126,0.048352179,0.01,4.5,79.1
2020-01-28 01:15:00,0.075,0.062278811,0.034,4.7,79.3
2020-01-28 01:30:00,0.123,0.042156623,0.019,5.225,80.075
2020-01-28 01:45:00,0.099,0.049699009,0.05,5.75,80.85
2020-01-28 02:00:00,0.095,0.061163549,0.026,6.0,81.1
2020-01-28 02:15:00,0.075,0.032738188,0.05,6.2,81.3
2020-01-28 02:30:00,0.066,0.031781772,0.043,5.325,86.925
2020-01-28 02:45:00,0.103,0.066758317,0.0,4.45,92.55
2020-01-28 03:00:00,0.07,0.055465284,0.0,4.7,92.8
2020-01-28 03:15:00,0.101,0.035409199,0.024,4.9,93.0
2020-01-28 03:30:00,0.104,0.049563524,0.019,4.925,97.525
2020-01-28 03:45:00,0.092,0.045118961,0.01,4.95,102.05
2020-01-28 04:00:00,0.079,0.069903729,0.03,5.2,102.3
2020-01-28 04:15:00,0.088,0.067368128,0.007,5.4,102.5
2020-01-28 04:30:00,0.101,0.059105174,0.053,5.025,106.175
2020-01-28 04:45:00,0.143,0.047441999,0.016,4.65,109.85
2020-01-28 05:00:00,0.146,0.062044827,0.0,4.9,110.1
2020-01-28 05:15:00,0.146,0.072126961,0.013,5.1,110.3
2020-01-28 05:30:00,0.133,0.062621251,0.0,5.025,92.625
2020-01-28 05:45:00,0.161,0.05963035,0.01,4.95,74.95
2020-01-28 06:00:00,0.147,0.048693592,0.0,5.2,75.2
2020-01-28 06:15:00,0.139,0.050069289,0.004,5.4,75.4
2020-01-28 06:30:00,0.147,0.042381176,0.016,6.975,87.225
2020-01-28 06:45:00,0.129,0.056261563,0.023,8.55,99.05
2020-01-28 07:00:00,0.14,0.051928858,0.068,8.8,99.3
2020-01-28 07:15:00,0.11,0.059410511,0.06,9.0,99.5
2020-01-28 07:30:00,0.147,0.061046925,0.111,8.525,93.975
2020-01-28 07:45:00,0.136,0.036301631,0.117,8.05,88.45
2020-01-28 08:00:00,0.126,0.055554951,0.18,8.3,88.7
2020-01-28 08:15:00,0.12,0.052481074,0.235,8.5,88.9
2020-01-28 08:30:00,0.161,0.037173215,0.276,8.425,88.375
2020-01-28 08:45:00,0.121,0.042863499,0.267,8.35,87.85
2020-01-28 09:00:00,0.143,0.065536353,0.346,8.6,88.1
2020-01-28 09:15:00,0.142,0.050123485,0.366,8.8,88.3
2020-01-28 09:30:00,0.158,0.048789936,0.459,8.375,87.225
2020-01-28 09:45:00,0.169,0.080648614,0.489,7.95,86.15
2020-01-28 10:00:00,0.175,0.043329237,0.54,8.2,86.4
2020-01-28 10:15:00,0.164,0.054969781,0.548,8.4,86.6
2020-01-28 10:30:00,0.114,0.050938395,0.562,10.125,86.325
2020-01-28 10:45:00,0.134,0.064305222,0.598,11.85,86.05
2020-01-28 11:00:00,0.169,0.043537092,0.577,12.1,86.3
2020-01-28 11:15:00,0.148,0.071109697,0.591,12.3,86.5
2020-01-28 11:30:00,0.161,0.062610613,0.53,12.525,82.325
2020-01-28 11:45:00,0.137,0.037091713,0.548,12.75,78.15
2020-01-28 12:00:00,0.131,0.018840225,0.464,13.0,78.4
2020-01-28 12:15:00,0.156,0.045039842,0.426,13.2,78.6
2020-01-28 12:30:00,0.158,0.061464884,0.405,13.225,94.925
2020-01-28 12:45:00,0.168,0.036882246,0.342,13.25,111.25
2020-01-28 13:00:00,0.148,0.0463897,0.294,13.5,111.5
2020-01-28 13:15:00,0.13,0.05173621,0.276,13.7,111.7
2020-01-28 13:30:00,0.107,0.045338655,0.211,11.375,109.875
2020-01-28 13:45:00,0.137,0.038031298,0.184,9.05,108.05
2020-01-28 14:00:00,0.166,0.050411502,0.156,9.3,108.3
2020-01-28 14:15:00,0.124,0.056930601,0.132,9.5,108.5
2020-01-28 14:30:00,0.127,0.027824743,0.124,10.475,92.075
2020-01-28 14:45:00,0.136,0.022767691,0.07,11.45,75.65
2020-01-28 15:00:00,0.119,0.049294158,0.09,11.7,75.9
2020-01-28 15:15:00,0.142,0.023616432,0.047,11.9,76.1
2020-01-28 15:30:00,0.122,0.029624971,0.015,11.725,92.375
2020-01-28 15:45:00,0.148,0.045203672,0.047,11.55,108.65
2020-01-28 16:00:00,0.125,0.035062088,0.026,11.8,108.9
2020-01-28 16:15:00,0.115,0.039946442,0.026,12.0,109.1
2020-01-28 16:30:00,0.111,0.06055605,0.035,9.975,105.425
2020-01-28 16:45:00,0.11,0.077893074,0.017,7.95,101.75
2020-01-28 17:00:00,0.17,0.014236679,0.04,8.2,102.0
2020-01-28 17:15:00,0.131,0.040887954,0.03,8.4,102.2
2020-01-28 17:30:00,0.136,0.05923144,0.0,8.425,102.525
2020-01-28 17:45:00,0.166,0.053487211,0.001,8.45,102.85
2020-01-28 18:00:00,0.155,0.042991169,0.0,8.7,103.1
2020-01-28 18:15:00,0.102,0.055183267,0.014,8.9,103.3
2020-01-28 18:30:00,0.151,0.084123838,0.021,8.625,85.225
2020-01-28 18:45:00,0.124,0.079365963,0.024,8.35,67.15
2020-01-28 19:00:00,0.108,0.079446294,0.01,8.6,67.4
2020-01-28 19:15:00,0.146,0.047509107,0.049,8.8,67.6
2020-01-28 19:30:00,0.101,0.052329948,0.045,8.925,66.825
2020-01-28 19:45:00,0.107,0.074481111,0.008,9.05,66.05
2020-01-28 20:00:00,0.137,0.067197717,0.0,9.3,66.3
2020-01-28 20:15:00,0.141,0.059646596,0.044,9.5,66.5
2020-01-28 20:30:00,0.135,0.089745383,0.047,8.425,78.825
2020-01-28 20:45:00,0.148,0.065799835,0.053,7.35,91.15
2020-01-28 21:00:00,0.107,0.074893329,0.048,7.6,91.4
2020-01-28 21:15:00,0.142,0.080649032,0.018,7.8,91.6
2020-01-28 21:30:00,0.118,0.0847824,0.024,9.425,88.375
2020-01-28 21:45:00,0.097,0.061990046,0.045,11.05,85.15
2020-01-28 22:00:00,0.116,0.078610323,0.031,11.3,85.4
2020-01-28 22:15:00,0.111,0.073151727,0.008,11.5,85.6
2020-01-28 22:30:00,0.079,0.057189152,0.0,11.275,89.575
2020-01-28 22:45:00,0.118,0.054491035,0.0,11.05,93.55
2020-01-28 23:00:00,0.113,0.084723569,0.0,11.3,93.8
2020-01-28 23:15:00,0.103,0.078560445,0.029,11.5,94.0
2020-01-28 23:30:00,0.084,0.070272329,0.007,10.925,87.625
2020-01-28 23:45:00,0.127,0.063447176,0.037,10.35,81.25
2020-01-29 00:00:00,0.109,0.077263221,0.015,10.6,81.5
2020-01-29 00:15:00,0.084,0.05904354,0.0,10.8,81.7
2020-01-29 00:30:00,0.12,0.067114542,0.022,9.425,90.975
2020-01-29 00:45:00,0.115,0.052067313,0.026,8.05,100.25
2020-01-29 01:00:00,0.12,0.06874606,0.0,8.3,100.5
2020-01-29 01:15:00,0.119,0.060673903,0.0,8.5,100.7
2020-01-29 01:30:00,0.071,0.072249574,0.025,9.575,86.775
2020-01-29 01:45:00,0.123,0.068544588,0.007,10.65,72.85
2020-01-29 02:00:00,0.088,0.072075377,0.015,10.9,73.1
2020-01-29 02:15:00,0.126,0.053882266,0.024,11.1,73.3
2020-01-29 02:30:00,0.128,0.077892981,0.007,9.975,84.125
2020-01-29 02:45:00,0.12,0.033055262,0.029,8.85,94.95
2020-01-29 03:00:00,0.104,0.06274016,0.0,9.1,95.2
2020-01-29 03:15:00,0.095,0.039700554,0.021,9.3,95.4
2020-01-29 03:30:00,0.09,0.05502309,0.028,9.275,85.175
2020-01-29 03:45:00,0.12,0.033710699,0.021,9.25,74.95
2020-01-29 04:00:00,0.089,0.03702994,0.0,9.5,75.2
2020-01-29 04:15:00,0.088,0.063939048,0.026,9.7,75.4
2020-01-29 04:30:00,0.092,0.050537161,0.021,8.275,84.475
2020-01-29 04:45:00,0.14,0.084778977,0.0,6.85,93.55
2020-01-29 05:00:00,0.09,0.05853662,0.03,7.1,93.8
2020-01-29 05:15:00,0.154,0.052380816,0.015,7.3,94.0
2020-01-29 05:30:00,0.14,0.081621165,0.044,7.325,97.875
2020-01-29 05:45:00,0.141,0.070858273,0.032,7.35,101.75
2020-01-29 06:00:00,0.131,0.038516215,0.0,7.6,102.0
2020-01-29 06:15:00,0.148,0.063375065,0.022,7.8,102.2
2020-01-29 06:30:00,0.165,0.075084976,0.055,6.875,94.625
2020-01-29 06:45:00,0.114,0.073525851,0.053,5.95,87.05
2020-01-29 07:00:00,0.161,0.042776979,0.016,6.2,87.3
2020-01-29 07:15:00,0.153,0.063510784,0.045,6.4,87.5
2020-01-29 07:30:00,0.148,0.089809584,0.086,6.625,81.225
2020-01-29 07:45:00,0.135,0.102903249,0.071,6.85,74.95
2020-01-29 08:00:00,0.121,0.095854241,0.153,7.1,75.2
2020-01-29 08:15:00,0.163,0.091103775,0.16,7.3,75.4
2020-01-29 08:30:00,0.158,0.085835545,0.228,7.225,71.825
2020-01-29 08:45:00,0.137,0.099519817,0.284,7.15,68.25
2020-01-29 09:00:00,0.158,0.083738169,0.302,7.4,68.5
2020-01-29 09:15:00,0.153,0.063603741,0.359,7.6,68.7
2020-01-29 09:30:00,0.145,0.065439088,0.437,7.275,74.425
2020-01-29 09:45:00,0.141,0.094613462,0.482,6.95,80.15
2020-01-29 10:00:00,0.154,0.068896448,0.539,7.2,80.4
2020-01-29 10:15:00,0.127,0.084388508,0.564,7.4,80.6
2020-01-29 10:30:00,0.164,0.07205385,0.574,6.425,89.925
2020-01-29 10:45:00,0.14,0.055208996,0.67,5.45,99.25
2020-01-29 11:00:00,0.122,0.0637136,0.668,5.7,99.5
2020-01-29 11:15:00,0.141,0.090979183,0.695,5.9,99.7
2020-01-29 11:30:00,0.166,0.065418658,0.719,6.975,94.775
2020-01-29 11:45:00,0.124,0.069687653,0.727,8.05,89.85
2020-01-29 12:00:00,0.151,0.062765484,0.698,8.3,90.1
2020-01-29 12:15:00,0.134,0.0547691,0.629,8.5,90.3
2020-01-29 12:30:00,0.158,0.061582915,0.651,7.225,79.675
2020-01-29 12:45:00,0.166,0.056665044,0.597,5.95,69.05
2020-01-29 13:00:00,0.11,0.048056429,0.577,6.2,69.3
2020-01-29 13:15:00,0.119,0.065357668,0.506,6.4,69.5
2020-01-29 13:30:00,0.146,0.050982738,0.449,5.775,65.625
2020-01-29 13:45:00,0.139,0.080148141,0.445,5.15,61.75
2020-01-29 14:00:00,0.154,0.065536374,0.365,5.4,62.0
2020-01-29 14:15:00,0.116,0.048576731,0.335,5.6,62.2
2020-01-29 14:30:00,0.115,0.045291531,0.238,5.325,67.875
2020-01-29 14:45:00,0.161,0.070059479,0.218,5.05,73.55
2020-01-29 15:00:00,0.129,0.060679873,0.141,5.3,73.8
2020-01-29 15:15:00,0.138,0.065223395,0.118,5.5,74.0
2020-01-29 15:30:00,0.169,0.040045538,0.082,4.775,82.025
2020-01-29 15:45:00,0.156,0.079543821,0.087,4.05,90.05
2020-01-29 16:00:00,0.109,0.069167858,0.074,4.3,90.3
2020-01-29 16:15:00,0.169,0.074271559,0.024,4.5,90.5
2020-01-29 16:30:00,0.117,0.079250417,0.015,4.125,84.225
2020-01-29 16:45:00,0.11,0.082303401,0.029,3.75,77.95
2020-01-29 17:00:00,0.113,0.074122184,0.008,4.0,78.2
2020-01-29 17:15:00,0.131,0.064887875,0.026,4.2,78.4
2020-01-29 17:30:00,0.125,0.046709204,0.038,4.175,77.775
2020-01-29 17:45:00,0.159,0.086773879,0.009,4.15,77.15
2020-01-29 18:00:00,0.129,0.061018698,0.004,4.4,77.4
2020-01-29 18:15:00,0.153,0.09792868,0.046,4.6,77.6
2020-01-29 18:30:00,0.118,0.062966425,0.034,4.275,85.625
2020-01-29 18:45:00,0.108,0.097691224,0.0,3.95,93.65
2020-01-29 19:00:00,0.162,0.08027263,0.0,4.2,93.9
2020-01-29 19:15:00,0.108,0.095703624,0.011,4.4,94.1
2020-01-29 19:30:00,0.126,0.081757082,0.015,4.025,89.725
2020-01-29 19:45:00,0.113,0.098357755,0.0,3.65,85.35
2020-01-29 20:00:00,0.129,0.115648288,0.03,3.9,85.6
2020-01-29 20:15:00,0.093,0.103064544,0.051,4.1,85.8
2020-01-29 20:30:00,0.123,0.075298375,0.004,3.425,96.225
2020-01-29 20:45:00,0.106,0.080553638,0.005,2.75,106.65
2020-01-29 21:00:00,0.139,0.109083801,0.023,3.0,106.9
2020-01-29 21:15:00,0.145,0.075601578,0.017,3.2,107.1
2020-01-29 21:30:00,0.109,0.084829443,0.04,3.325,100.075
2020-01-29 21:45:00,0.104,0.057872324,0.0,3.45,93.05
2020-01-29 22:00:00,0.092,0.06306561,0.054,3.7,93.3
2020-01-29 22:15:00,0.121,0.078698172,0.006,3.9,93.5
2020-01-29 22:30:00,0.083,0.041505956,0.024,3.925,84.475
2020-01-29 22:45:00,0.136,0.061269081,0.048,3.95,75.45
2020-01-29 23:00:00,0.093,0.083041738,0.0,4.2,75.7
2020-01-29 23:15:00,0.122,0.077104848,0.045,4.4,75.9
2020-01-29 23:30:00,0.134,0.06411357,0.022,3.775,94.675
2020-01-29 23:45:00,0.135,0.066424635,0.009,3.15,113.45
2020-01-30 00:00:00,0.099,0.073346994,0.001,3.4,113.7
2020-01-30 00:15:00,0.083,0.082387406,0.0,3.6,113.9
2020-01-30 00:30:00,0.113,0.074762349,0.016,4.025,105.375
2020-01-30 00:45:00,0.084,0.043911522,0.0,4.45,96.85
2020-01-30 01:00:00,0.108,0.075296981,0.016,4.7,97.1
2020-01-30 01:15:00,0.113,0.050547173,0.0,4.9,97.3
2020-01-30 01:30:00,0.083,0.073239503,0.009,4.475,97.725
2020-01-30 01:45:00,0.127,0.044679398,0.019,4.05,98.15
2020-01-30 02:00:00,0.093,0.064151204,0.015,4.3,98.4
2020-01-30 02:15:00,0.124,0.049591061,0.0,4.5,98.6
2020-01-30 02:30:00,0.088,0.067293094,0.041,3.775,95.925
2020-01-30 02:45:00,0.091,0.065508878,0.052,3.05,93.25
2020-01-30 03:00:00,0.085,0.064047462,0.0,3.3,93.5
2020-01-30 03:15:00,0.103,0.068387374,0.026,3.5,93.7
2020-01-30 03:30:00,0.074,0.042901207,0.024,3.475,83.925
2020-01-30 03:45:00,0.075,0.053634518,0.053,3.45,74.15
2020-01-30 04:00:00,0.11,0.056206115,0.054,3.7,74.4
2020-01-30 04:15:00,0.115,0.049051173,0.036,3.9,74.6
2020-01-30 04:30:00,0.114,0.048817643,0.031,3.925,87.625
2020-01-30 04:45:00,0.091,0.079644213,0.041,3.95,100.65
2020-01-30 05:00:00,0.097,0.036273221,0.0,4.2,100.9
2020-01-30 05:15:00,0.117,0.04453806,0.041,4.4,101.1
2020-01-30 05:30:00,0.116,0.076140108,0.037,4.225,89.825
2020-01-30 05:45:00,0.14,0.052236483,0.03,4.05,78.55
2020-01-30 06:00:00,0.16,0.024125712,0.011,4.3,78.8
2020-01-30 06:15:00,0.16,0.06775861,0.004,4.5,79.0
2020-01-30 06:30:00,0.111,0.066819698,0.035,4.025,74.925
2020-01-30 06:45:00,0.123,0.055784984,0.052,3.55,70.85
2020-01-30 07:00:00,0.135,0.045878956,0.08,3.8,71.1
2020-01-30 07:15:00,0.123,0.074718833,0.112,4.0,71.3
2020-01-30 07:30:00,0.111,0.074023917,0.081,3.625,92.275
2020-01-30 07:45:00,0.124,0.067724969,0.129,3.25,113.25
2020-01-30 08:00:00,0.167,0.065726075,0.198,3.5,113.5
2020-01-30 08:15:00,0.137,0.058644722,0.249,3.7,113.7
2020-01-30 08:30:00,0.11,0.081353843,0.303,4.525,98.525
2020-01-30 08:45:00,0.151,0.08734078,0.329,5.35,83.35
2020-01-30 09:00:00,0.121,0.083611514,0.369,5.6,83.6
2020-01-30 09:15:00,0.135,0.087801142,0.432,5.8,83.8
2020-01-30 09:30:00,0.122,0.079029767,0.438,5.225,81.125
2020-01-30 09:45:00,0.12,0.06632315,0.485,4.65,78.45
2020-01-30 10:00:00,0.133,0.080383655,0.502,4.9,78.7
